REEF-No,NAME,FORMATION,SYSTEM,SERIES,INTERVAL,LAT,LON,PALEO-LAT,PALEO-LON,REF,BIOTA MAIN,BIOTA SEC,COUNTRY,PBDB,REMARKS
2594,N Tennessee,,Ordovician,Upper Ordovician,lower-middle Caradocian,36.3333,-85,-28.4583,-67.4551,1735,Algae,,United States,,read more
2595,"Kalstad, Trondheim",Kalstad Limestone,Ordovician,Upper Ordovician,middle-upper Caradocian,63.3833,10.3333,-27.8124,-9.61603,1736,Corals,,Norway,,read more
2596,"Mirny Creek, Siberia",,Ordovician,Upper Ordovician,Katian,62.5,114,14.4754,8.17806,1723,Microbes,,Russia,,read more
2597,"Dagpazari patch reef, Mut Basin, Icel",Mut,Neogene,Miocene,Burdigalian,36.8,33.4667,36.4634,33.5501,2546,Corals,,Turkey,166093,read more
2598,"Bonifacio Basin, Corsica",,Neogene,Miocene,Aquitanian-Burdigalian,41.4167,9.1667,42.8596,4.84626,1204,Corals,,France,,read more
2599,"Zigui, Hubei",,Permian,Lopingian,middle-upper Changhsingian,31,110.6667,11.0763,97.9297,1740,Corals,,China,,read more
2600,"Rochefort-Fouras, Charentes",,Cretaceous,Upper Cretaceous,Cenomanian,45.9667,-1.0167,35.0141,0.810297,1741,Corals,,France,,read more
2601,Plauen,,Cretaceous,Upper Cretaceous,Cenomanian,51,13.8333,40.5976,12.8687,1742,Corals,,Germany,74193,read more
2602,Betlehem,,Cretaceous,Upper Cretaceous,Cenomanian,31.7,35.2,10.4202,29.08,1741,Corals,,Israel,,read more
2603,"Chateauneuf, Charentes",,Cretaceous,Upper Cretaceous,Turonian,46.9167,-1.9167,36.7839,-0.216391,1741,Corals,,France,,read more
2604,"Angoulème, Charentes",,Cretaceous,Upper Cretaceous,Turonian,45.65,0.1333,35.5169,1.53772,1741,Corals,,France,,read more
2605,Homa,,Cretaceous,Upper Cretaceous,Turonian,34.7333,36.7167,13.4506,30.6374,1741,Corals,,Syria,,read more
2606,San Luis Potosi,,Cretaceous,Upper Cretaceous,Turonian-Coniacian,22,-100,23.7238,-70.6657,1743,Corals,,Mexico,,read more
2607,Hidalgo,,Cretaceous,Upper Cretaceous,Turonian-Coniacian,20.3333,-98.75,21.8306,-69.8597,1743,Rudists,,Mexico,,read more
2608,Morelos,,Cretaceous,Upper Cretaceous,Turonian,18.75,-99,19.7926,-69.9742,1743,Corals,,Mexico,,read more
2609,Guerrero,,Cretaceous,Upper Cretaceous,Turonian,18.25,-99.75,19.4688,-70.8308,1743,Rudists,,Mexico,,read more
2610,"Bugarach-Champ Sorel, Corbières",,Cretaceous,Upper Cretaceous,Turonian-Coniacian,42.8333,2.5,32.8259,3.64334,1741,Corals,,France,,read more
2611,"St. Luis et Parahou, Corbieres",,Cretaceous,Upper Cretaceous,latest Cenomanian,42.85,2.3167,30.2957,4.46422,2346,Corals,,France,,read more
2612,Ankotrofotsy-Masiadolo,,Cretaceous,Upper Cretaceous,Coniacian-Santonian,-18.6833,44.45,-37.366,35.1229,391,Corals,,Madagascar,86510,read more
2613,"Curacao, Netherland Antilles",,Cretaceous,Upper Cretaceous,Coniacian-Santonian,12.25,-69.0833,8.73863,-55.3735,1744,Corals,,Netherlands,,read more
2614,Chichkaya,,Cretaceous,Upper Cretaceous,Coniacian,40,45.5,28.4487,41.2874,1745,Corals,,Armenia,,read more
2615,Corbières,,Cretaceous,Upper Cretaceous,Santonian,43,2.6667,33.1353,4.13175,1781,Rudists,,France,,read more
2616,"Skrapez and Pocuta Reefs, E Serbia",,Cretaceous,Upper Cretaceous,Coniacian/Santonian,44.0333,20.0333,27.397,19.1541,2610,Rudists,,Yugoslavia,74560,read more
2617,"Pieninski, Carpathians",,Cretaceous,Upper Cretaceous,Santonian,49.4167,20.1667,32.6962,21.1831,1741,Corals,,Poland,,read more
2618,Padurea Mts.,Rosia-Bihor,Cretaceous,Upper Cretaceous,Santonian,46.25,23.25,29.1172,22.6097,1741,Corals,,Romania,,read more
2619,Godogani,,Cretaceous,Upper Cretaceous,Santonian,42.2667,42.7667,33.755,39.3239,1746,Corals,,Georgia,,read more
2620,"Bordj Cedina, Potinville",,Cretaceous,Upper Cretaceous,Santonian,36.7,10.3833,21.8421,10.3759,1747,Corals,,Tunisia,,read more
2621,Central Cuba,,Cretaceous,Upper Cretaceous,Campanian,22.5,-80.5,19.421,-59.3,1478,Corals,,Cuba,,read more
2622,Coalcoman,,Cretaceous,Upper Cretaceous,Campanian,18.3333,-102.6667,25.5875,-78.338,1743,Rudists,,Mexico,,read more
2623,Mira,,Cretaceous,Upper Cretaceous,Campanian,40.4333,-8.7333,31.8468,-4.83418,1753,Corals,,Portugal,74563,read more
2624,Vah Valley,,Cretaceous,Upper Cretaceous,Campanian,48.8333,17.95,39.159,18.4532,1752,Corals,,Slovakia,88191,read more
2625,Tremp-Pobla de Segur,Vallcarga,Cretaceous,Upper Cretaceous,Campanian,42.25,0.95,32.1898,3.99163,1968,Corals,,Spain,67084,read more
2626,Maastricht,,Cretaceous,Upper Cretaceous,Maastrichtian,50.8333,5.7167,43.1072,4.66551,1741,Corals,,Netherlands,,read more
2627,Libyan Desert,,Paleogene,Paleocene,Danian,27.5,24.5,15.7241,19.336,1751,Corals,,Egypt,86950,read more
2628,"Hummingbird Creek, Alberta",Palliser,Devonian,Upper Devonian,middle Famennian,52.8333,-116,-8.06406,-43.3811,1754,Stromatoporoids,,Canada,,read more
2629,"Aubenas, Ardèche",Cordon grumeleux,Jurassic,Upper Jurassic,middle Oxfordian,44.6667,4.4333,35.4574,14.1219,1755,Microbes,,France,,read more
2630,"Naves, Ardèche",Cordon grumeleux,Jurassic,Upper Jurassic,middle Oxfordian,44.3333,4.05,35.1052,13.8171,1755,Microbes,,France,,read more
2631,"Civetta, Dolomites",Sciliar Dolomite,Triassic,Middle Triassic,Ladinian,46.4,12.1333,7.52308,22.5018,1756,Calcisponges,,Italy,73877,read more
2632,"Fincastle, Virginia",Chepultepec-Stonehenge,Ordovician,Lower Ordovician,Lower Canadian,37.5,-79.8667,-31.5012,-76.3732,1758,Microbes,,United States,80573,read more
2633,"Hebron, Virginia",Chepultepec/Stonehenge,Ordovician,Lower Ordovician,Lower Canadian,38.1333,-79.15,-31.6188,-75.3858,1758,Microbes,,United States,80570,read more
2634,"Avens Bridge, Virginia",Chepultepec/Stonehenge,Ordovician,Lower Ordovician,Lower Canadian,36.6667,-82,-30.506,-78.2545,1758,Microbes,,United States,80575,read more
2635,"Goose Arm, Newfoundland",Petit Jardin,Cambrian,Series 3,Middle-Dresbachian,49.1,-57.75,-36.4805,-62.3007,1759,Microbes,,Canada,,read more
2636,"Voskhod and Rodnoye, Chornaya River Basin, Crimea",,Cretaceous,Lower Cretaceous,upper Berriasian,44.55,33.7333,37.5972,39.2839,1764,Corals,,Ukraine,22962,read more
2637,"Ayton Farm, North Yorkshire, England",,Jurassic,Upper Jurassic,middle Oxfordian,54.3333,-0.5,44.8831,9.07963,1765,Corals,,United Kingdom,22784,read more
2639,"Lauron, La Nerthe",Calcaire Blanc Supérior,Cretaceous,Lower Cretaceous,lower Valanginian,43.3833,5.2833,34.2652,14.628,1768,Rudists,,France,,read more
2640,"Periquillos, Colima",,Cretaceous,Upper Cretaceous,lower Cenomanian,19.25,-104,20.2632,-73.7103,1769,Rudists,,Mexico,,read more
2641,"Portopalo, Pachino, Sicily",,Cretaceous,Upper Cretaceous,Maastrichtian,36.6833,15.1333,24.7057,12.797,1770,Rudists,,Italy,74623,read more
2642,"Koronia, Helicon Mountains",,Cretaceous,Lower Cretaceous,middle Albian,38.3417,22.9667,18.259,20.8231,1771,Corals,,Greece,60368,read more
2643,"Marmeko, Boeotia",,Cretaceous,Upper Cretaceous,Turonian/Coniacian,38.4722,23.275,21.167,19.5917,1771,Rudists,,Greece,64253,read more
2644,Kiriaki,,Cretaceous,Upper Cretaceous,Santonian-Campanian,38.3444,22.7833,22.0767,21.4373,1771,Rudists,,Greece,64297,read more
2645,Antikyra,,Cretaceous,Upper Cretaceous,middle Maastrichtian,38.3594,22.6289,25.3797,19.5723,1771,Rudists,,Greece,64302,read more
2646,"Moukharemi, Edessa",,Cretaceous,Upper Cretaceous,Campanian,40.8,21.95,25.0271,21.5475,1771,Corals,,Macedonia,64308,read more
2647,"Jalpan, Querétaro",El Abra,Cretaceous,Lower Cretaceous,upper Albian,21.1667,-99.4333,20.2109,-62.4664,1276,Rudists,,Mexico,,read more
2648,"Vrbovac, Bacevica, Serbia",Vrbovac Beds,Cretaceous,Upper Cretaceous,Maastrichtian,43.7833,22.0833,30.8018,20.0636,1776,Rudists,,Yugoslavia,74558,read more
2649,"Castelcucco, Veneto",,Neogene,Miocene,Aquitanian,45.8333,11.8667,44.6692,11.0643,1783,Algae,,Italy,,read more
2650,"Maré, Loyalty Islands, Melanesia",,Neogene,Miocene,Middle Miocene,-21.5,168,-28.6152,167.245,1782,Algae,,Pacific,,read more
2651,"Lifou, Loyalty Islands, Melanesia",,Neogene,Miocene,Middle Miocene,-20.8333,167.1667,-28.029,166.292,1782,Algae,,New Caledonia,,read more
2652,"Rurutu, Polynesia",,Neogene,Miocene,Upper Miocene,-22.45,-151.35,-26.1998,-143.188,1782,Corals,,Pacific,,read more
2653,"Nauru, Pacific",,Neogene,Miocene,lower Miocene,-0.55,166.9167,-5.99444,179.746,1784,Corals,,Nauru,,read more
2654,"Nauru, Pacific",,Neogene,Miocene,lower Miocene,-0.55,166.9167,-5.99444,179.746,1784,Corals,,Nauru,,read more
2655,"Tongatabu, Tonga, Pacific",,Neogene,Pliocene,Pliocene,-21.15,-175.2,-22.9729,-175.19,1782,Corals,,Tonga,,read more
2656,"Central Ranges, Trinidad",,Cretaceous,Lower Cretaceous,Aptian,10.4833,-61.2,9.55967,-28.8926,1790,Corals,,Trinidad and Tobago,25536,read more
2657,"Tehucacan, Pueblo",,Cretaceous,Lower Cretaceous,Valanginian-Hauterivian,18.4667,-97.3833,15.1516,-51.9752,1792,Corals,,Mexico,,read more
2658,"El Tigre, Sonora",Mural Limestone,Cretaceous,Lower Cretaceous,Aptian-Albian,30.5833,-109.2167,31.5537,-66.1999,1791,Corals,,Mexico,,read more
2659,"Lamy, New Mexico",Carlile Shale,Cretaceous,Upper Cretaceous,middle Turonian,35.4917,-105.8931,38.1038,-72.5863,1793,Corals,,United States,23527,read more
2660,"Vanderbeek, Leon Co., Texas",,Jurassic,Upper Jurassic,Kimmeridgian-Tithonian,31.2333,-96.2833,25.999,-46.2904,1795,Siliceous sponges,,United States,,read more
2661,"Tazewell, Tennessee",,Cambrian,Series 3,upper Middle Cambrian,36.45,-83.4833,-27.0215,-91.42,1796,Microbes,,United States,,read more
2662,"Flat Gap, Tennessee",Copper Ridge Dolomite,Cambrian,Series 3,Dresbachian,36.35,-82.9333,-28.6843,-87.1945,1796,Microbes,,United States,,read more
2663,"NE Amadeus Basin, N.W.T.",Shannon,Cambrian,Series 3,Middle-Upper Cambrian,-23.9167,134.8333,20.3161,-177.249,1797,Microbes,,Australia,,read more
2664,South Australia,,Cambrian,Series 3,Middle-Dresbachian,-32.1667,138.4167,15.5921,-170.114,1798,Microbes,,Australia,,read more
2665,"Mohawk Valley, New York",Tribes Hill,Ordovician,Lower Ordovician,Tremadocian,42.75,-75.5,-31.047,-69.1142,1800,Microbes,,United States,,read more
2666,Mt. Medvednica,,Cretaceous,Upper Cretaceous,Maastrichtian-Danian,46,16.25,34.2407,15.1701,1802,Corals,,Croatia,,read more
2667,"Vapenkova skala, Rozbehy",,Cretaceous,Upper Cretaceous,Maastrichtian,48.5333,17.4167,36.0437,17.25,1803,Corals,,Slovakia,,read more
2668,"Tsagan-Del, Wester",,Ordovician,Upper Ordovician,early Ashgillian,46.3333,100.3333,27.3039,22.1204,1805,Corals,,Mongolia,79589,read more
2669,"Kalpin, Tarim Platform, Xinjiang",Shaylik,Cambrian,Series 3,early Middle Cambrian,40.8333,79.5333,-15.9532,134.102,1807,Microbes,,China,,read more
2670,"Lebanon Co., Pen",Millbach,Cambrian,,Upper Cambrian,40.4,-76.45,-31.9176,-77.7164,1808,Microbes,,Lebanon,,read more
2671,"Aligator Creek, Bibb Co., Alabama",Copper Ridge-Chepultepec,Cambrian,Furongian,Trempealeauan-Tremadocian,33,-87.1667,-28.4929,-84.2654,1809,Microbes,,United States,,read more
2672,Missouri,Jefferson City Dolomite,Cambrian,Furongian,Trempealeauan-Tremadocian,38.5,-92.5,-22.2781,-80.7068,1727,Microbes,,United States,8942,read more
2674,"Fuzhouwan, Liaoning",,Cambrian,,Upper Cambrian,39.3667,121.6667,-1.49513,139.358,1813,Microbes,,China,,read more
2675,Aqra,Aqra Limestone,Cretaceous,Upper Cretaceous,upper Maastrichtian,36.7667,43.9167,19.5888,37.5031,1817,Rudists,,Iraq,,read more
2676,Mesaoria Plain,Nicosia,Neogene,Pliocene,Pliocene,35.0961,33.1486,35.0008,33.1104,1821,Corals,,Cyprus,34689,read more
2677,"Osmundsberget, Dalarne",Boda Limestone,Ordovician,Upper Ordovician,Hirnantian,61.1,15.2,-27.2434,-6.80596,1823,Algae,,Sweden,2756,read more
2678,"Rosseveltveg, Curacao, Netherland Antilles",,Neogene,Pliocene,Upper Pliocene,12.1333,-68.95,12.1428,-68.597,1827,Corals,,Netherlands,41038,read more
2679,"Salina, Curacao, Netherland Antilles",,Neogene,Miocene,Messinian,12.1,-68.9,12.1163,-68.1827,1827,Corals,,Netherlands,41028,read more
2680,Gurabo Adentro,Cercado,Neogene,Miocene,Tortonian/Messinian,19.5333,-71.1833,19.5576,-70.2029,1827,Corals,,Dominican Republic,41065,read more
2681,Brazo Seco,,Neogene,Pliocene,Zanclean,10.25,-83.4167,10.148,-82.6791,1827,Corals,,Costa Rica,41072,read more
2682,Bowden,,Neogene,Pliocene,Upper Pliocene,17.8833,-76.3167,17.8988,-75.9591,1827,Corals,,Jamaica,34539,read more
2683,"Cerro de Oro, Sonora",Cerro de Oro,Cretaceous,Lower Cretaceous,Barremian-Aptian,29.75,-110.6667,30.6657,-63.2555,1828,Corals,,Mexico,21253,read more
2684,"Cerro de Oro, Sonora",Mural Limestone,Cretaceous,Lower Cretaceous,Aptian-Albian,29.6,-110.625,30.6268,-66.6196,1828,Corals,,Mexico,21254,read more
2685,"Lampazos, Sonora",Espinazo del Diablo,Cretaceous,Lower Cretaceous,middle Albian,29.2,-109.5,30.1913,-70.1126,1828,Corals,,Mexico,21255,read more
2686,"Andara + Fuente De, Asturia",Picos de Europa,Carboniferous,Pennsylvanian,Moscovian,43.2083,-4.7083,-7.02799,10.5979,2,Algae,,Spain,46492,read more
2687,"NE Cantabrian Mts., Castilla y Leon",Picos de Europa,Carboniferous,Pennsylvanian,Moscovian-Kasimovian,43.0833,-4.5,-6.77902,10.9695,2,Algae,,Spain,76626,read more
2688,"Tende Hantu Mts., Mangkalihat, Borneo",Tendehantu,Neogene,Miocene,Early Miocene,0.8667,118.8833,1.86591,122.137,5,Corals,,Indonesia,170615,read more
2689,"Muarawahau, Borneo",,Paleogene,Oligocene,lower Oligocene,1.3333,116.8333,4.12588,121.944,7,Corals,,Indonesia,,read more
2690,"Muarawahau, Borneo",,Paleogene,Eocene,Middle Eocene,1.35,116.8333,8.73284,120.499,7,Corals,,Indonesia,,read more
2691,"Gurung Pengabun, Borneo",,Paleogene,Oligocene,lower Oligocene,1,117.3333,3.89148,122.499,7,Corals,,Indonesia,,read more
2693,"Teluk-Landas, Mangkalihat, Borneo",,Neogene,Miocene,Early Miocene,1.0667,118.9167,2.06837,122.148,7,Corals,,Indonesia,,read more
2694,"Teluk-Landas, Mangkalihat, Borneo",,Neogene,Miocene,Middle Miocene,1.0667,118.9167,1.54593,120.622,7,Corals,,Indonesia,,read more
2695,"Off Tarakan, Borneo",,Neogene,Pliocene,Pliocene,3.25,117.5833,3.24949,117.926,8,Corals,,Indonesia,,read more
2696,"Miller Creek, Blanco Co., Texas",Glen Rose,Cretaceous,Lower Cretaceous,middle Albian,30.2,-98.3306,28.7462,-59.0332,12,Non-rudist bivalves,,United States,,read more
2697,"Lake Austin, Travis Co., Texas",Glen Rose,Cretaceous,Lower Cretaceous,middle Albian,30.3167,-97.9333,28.7744,-58.621,12,Rudists,,United States,,read more
2698,"Cibolo Creek, Kendall Co., Texas",Glen Rose,Cretaceous,Lower Cretaceous,middle Albian,29.8,-98.65,28.4269,-59.451,12,Rudists,,United States,84749,read more
2699,"The Narrows, Blanco River, Hays Co., Texas",Glen Rose,Cretaceous,Lower Cretaceous,lower Albian,29.9833,-98.2,28.5083,-58.9695,26,Corals,,United States,74762,read more
2700,"Kirkfield, Brich Island, Ontario",Bobcaygeon,Ordovician,Upper Ordovician,Blackriverian,46.0667,-81.7667,-21.4829,-54.2309,38,Corals,,Canada,61730,read more
2701,North-central Kentucky,Grant Lake,Ordovician,Upper Ordovician,lower Ashgillian,38.25,-84.6667,-25.2808,-57.5748,47,Bryozoans,,United States,,read more
2702,"Madison, Indiana",Saluda,Ordovician,Upper Ordovician,mid-late Richmondian,38.7667,-85.4167,-25.1938,-59.8949,1829,Corals,,United States,,read more
2703,SE Indiana,Whitewater,Ordovician,Upper Ordovician,late Richmondian,38.8833,-85.3667,-25.1266,-59.7812,1829,Stromatoporoids,,United States,,read more
2704,"New Wells, SE Missouri",Leeman,Ordovician,Upper Ordovician,Sandbian,36.75,-89.6667,-24.8268,-65.6663,1830,Corals,,United States,,read more
2705,Tripolitania,Djeffara,Ordovician,Upper Ordovician,Ashgillian,29.7833,12.2833,-72.0488,124.45,1831,Bryozoans,,Libya,75420,read more
2706,"Khabt-el Hajar, Anti-Atlas",,Ordovician,Upper Ordovician,Ashgillian,30,-8.5,-86.6386,46.5437,1833,Bryozoans,,Morocco,80781,read more
2707,"Balbanyu River, Prepolar Urals",Yaptikshor,Ordovician,Upper Ordovician,Hirnantian,65.5,58,-12.1401,6.04423,1661,Corals,,Russia,,read more
2708,Abadeh,Qom,Paleogene,Oligocene,Upper Oligocene,31.5097,52.7333,28.4831,49.7972,1834,Corals,,Iran,41076,read more
2709,Qom,Qom,Neogene,Miocene,Burdigalian,34.6431,50.7125,32.6123,48.8829,1834,Corals,,Iran,,read more
2710,"Haletown, Tennessee",Bangor Limestone,Carboniferous,Mississippian,Chesterian,35.0333,-85.5333,-17.7191,-31.6048,1835,Microbes,,United States,,read more
2711,"Lacon, Alabama",Bangor Limestone,Carboniferous,Mississippian,Chesterian,34.3333,-86.9,-17.7682,-32.994,1835,Microbes,,United States,,read more
2712,"Peace Reach, Williston Lake, B.C.",Liard,Triassic,Middle Triassic,Ladinian,56.05,-122.7167,24.0144,-37.2883,1836,Brachiopods,,Canada,44367,read more
2713,"New York Route 67, Amsterdam, New York",Tribes Hill,Ordovician,Lower Ordovician,early-mid Tremadocian,43,-74.2833,-31.5613,-68.2129,1837,Microbes,,United States,,read more
2714,"Jeffersontown, Jefferson Co., Kentucky",Liberty,Ordovician,Upper Ordovician,Richmondian,38.2,-85.5667,-25.5637,-60.3876,1838,Corals,,United States,24034,read more
2715,"Bardstown, Nelson Co., Kentucky",Liberty,Ordovician,Upper Ordovician,Richmondian,37.8,-85.3833,-25.9662,-60.5401,1838,Corals,,United States,,read more
2716,"Montmorency river, Quebec City, Quebec",Deschambault,Ordovician,Upper Ordovician,early Katian,46.8833,-71.15,-23.5591,-45.4985,1840,Bryozoans,,Canada,,read more
2717,"Amgar River, S Siberia",,Cambrian,Series 3,Amgan,60.6333,131.65,-4.45043,-11.3372,1842,Microbes,,Russia,,read more
2718,"Reed North Quarry, Fairborn, Green Co., Ohio",Brassfield,Silurian,Llandovery,Aeronian,39.8139,-83.9833,-24.4348,-54.036,1843,Corals,,United States,22964,read more
2719,Guerrero,Olinala,Permian,Guadalupian,Wordian-Capitanian,17.5,-99,-5.28668,-42.0627,1844,Microbes,,Mexico,,read more
2720,"Krzeszowice, Krakow",,Devonian,Upper Devonian,Strunian,50.1333,19.6167,-11.76,21.2969,1845,Stromatoporoids,,Poland,77910,read more
2721,"Yavapai Co., Arizona",Martin,Devonian,Upper Devonian,Frasnian,34.5833,-112.5,-22.8282,-59.7975,1846,"Serpulids, worms, vermetids",,United States,6255,read more
2722,"Nagornij-Karabach, Azerbaidzhan",,Triassic,Lower Triassic,Scythian,39.6667,46.8333,3.51179,38.2413,1847,Microbes,,Azerbaijan,,read more
2723,"Doberlug, Brandenburg",Zwethau,Cambrian,Series 2,Atdabanian,51.6333,13.55,-38.3043,107.545,1849,Microbes,,Germany,24190,read more
2724,"Last Chance Range, California",Bonanza King,Cambrian,Series 3,Marjumian,37.4,-117.7667,0.57732,-94.7247,1852,Microbes,,United States,,read more
2725,"Dieterlen Well, Clark Co., Ohio",Jeffersonville Limestone,Devonian,Middle Devonian,Eifelian,38.5833,-85.7333,-40.6123,-34.2743,1853,Stromatoporoids,,United States,,read more
2726,Central Iowa,Lime Creek,Devonian,Upper Devonian,upper Frasnian,41.5,-93.75,-30.5432,-39.1924,1854,Stromatoporoids,,United States,,read more
2727,Western Utah,Wheeler Shale,Cambrian,Series 3,Middle Cambrian,39,-113.5,-0.449733,-92.0971,1855,Microbes,,United States,,read more
2728,"Vagia, Rhodes",Kolymbia,Neogene,Pliocene,Upper Pliocene,36.25,28.1667,36.2395,28.2294,1856,Bryozoans,,Greece,71243,read more
2729,"Toquay, Victoria",Puebla,Neogene,Miocene,upper Burdigalian,-38.3333,144.3167,-48.2786,142.672,1858,Bryozoans,,Australia,,read more
2730,"Nurra, NW Sardinia",,Cretaceous,Upper Cretaceous,Coniacian-Santonian,40.5833,8.2167,33.4216,6.26637,1859,Rudists,,Italy,,read more
2733,Eastern Ellesmere Island,Alan Bay-Cape Storm,Silurian,Llandovery,Aeronian-Telychian,79.75,-76.5,6.06861,-29.1894,1861,Stromatoporoids,,Canada,,read more
2734,Eastern Ellesmere Island,Alan Bay-Cape Storm,Silurian,,Wenlock-Ludlow,79.7833,-74.2167,4.10332,-25.4951,1861,Corals,,Canada,,read more
2735,"Section B, Eastern Ellesmere Island",Alan Bay-Cape Storm,Silurian,,Wenlock-Ludlow,79.5667,-77.25,4.26191,-26.0598,1861,Corals,,Canada,,read more
2736,"Garlo, Breznik",,Cretaceous,Upper Cretaceous,Campanian,42.7833,22.8333,26.8173,22.7462,1863,Corals,,Bulgaria,67569,read more
2737,Dire Dawa,,Jurassic,Upper Jurassic,Oxfordian?,9.6,41.8667,-11.5568,26.3118,1865,Corals,,Ethiopia,,read more
2738,"Boudame, Harrar",,Jurassic,Upper Jurassic,lower Oxfordian?,9.0833,41.9167,-12.0601,26.1824,1865,Corals,,Ethiopia,,read more
2739,"Ouihlane, Tafilalet",Taboumaklouf,Devonian,Middle Devonian,upper Eifelian,31.1972,-4.9333,-47.0041,19.2896,1868,Stromatoporoids,,Morocco,,read more
2740,Ouihlane,Bou Dib,Devonian,Middle Devonian,lower Givetian,31.1972,-4.9333,-44.0125,15.8299,1867,Corals,,Morocco,62894,read more
2741,"Cow Head, Newfoundland",Shallow Bay,Cambrian,,Steptoan-Sunwaptan,49.9167,-57.8333,-35.2554,-59.2066,1870,Microbes,,Canada,81269,read more
2742,"Vermont, USA",Gorge,Cambrian,Furongian,Sunwaptan-Ibexian,44,-72.8333,-32.1,-77.3172,1870,,,United States,,read more
2743,"Eshelman Quarry, Waterside, Pennsylvania",Gatesburg,Cambrian,Furongian,Steptoean,40.25,-78.4,-30.6686,-79.1973,1871,Microbes,,United States,9264,read more
2744,"Imler Quarry, Bedford, Pennsylvania",Gatesburg,Cambrian,Furongian,Steptoean,39.9833,-78.5,-30.7291,-79.5122,1871,Microbes,,United States,9262,read more
2745,"W Coimbra, N Lusitanian Basin",,Jurassic,Lower Jurassic,Toarcian,40.25,-8.5,31.2644,4.93342,1872,Siliceous sponges,,Portugal,,read more
2746,"Casais Verdelho, Arruda, Lusitanian Basin",Amaral,Jurassic,Upper Jurassic,Kimmeridgian,39,-9.0667,33.5437,0.755984,412,Corals,,Portugal,68786,read more
2747,"Terriente, Celtiberian Range",,Jurassic,Upper Jurassic,lower Kimmeridgian,40.3333,-1.5,31.864,7.56973,1873,Corals,,Spain,34611,read more
2748,Jumara Kachchh,,Jurassic,Middle Jurassic,Bathonian/Callovian,23.5,69.0833,-21.4348,33.0287,421,Siliceous sponges,,India,,read more
2749,"Makhtesh Gadol, Negev",Matmor,Jurassic,Middle Jurassic,upper Callovian,30.9347,34.975,9.94426,29.3115,2829,Stromatoporoids,,Israel,91903,read more
2750,"Alrota, Estremadura",,Jurassic,Upper Jurassic,middle? Tithonian,38.9794,-9.1281,33.8742,0.373886,1874,Corals,,Portugal,68238,read more
2751,"Montejunto, Estremadura",,Jurassic,Upper Jurassic,upper Oxfordian,39.1958,-9.0514,33.2875,1.56758,1876,Corals,,Portugal,,read more
2752,"Frost, Cotton Valley, Freestone County, East Texas",,Jurassic,Upper Jurassic,Kimmeridgian-Tithonian,31.6667,-96.3556,26.4368,-46.2852,1878,Corals,,United States,,read more
2753,"Barreiro, Lusitanian Basin",,Jurassic,Upper Jurassic,Late(?) Oxfordian,38.6392,-9.1514,32.845,1.15412,1877,Corals,,Portugal,68245,read more
2754,"Monte Gordo-Castanheira, Vila Franca",Abadia,Jurassic,Upper Jurassic,Kimmeridgian,38.9347,-9,33.4613,0.771132,1876,Corals,,Portugal,34660,read more
2755,"Sobral, Lusitanian Basin, Estremadura",Sobral,Jurassic,Upper Jurassic,topmost Kimmeridgian,39,-9.1256,33.5665,0.708304,1877,Corals,,Portugal,,read more
2756,"Istein, Freiburg, Rhine Valley",,Jurassic,Upper Jurassic,middle Oxfordian,47.6667,7.5333,38.6179,16.5047,1880,Corals,,Germany,,read more
2757,"Beuron, Donautal",,Jurassic,Upper Jurassic,Kimmeridgian,48.0667,9,39.4943,17.2846,1882,Siliceous sponges,,Germany,,read more
2758,Hochwanger Steige,,Jurassic,Upper Jurassic,Kimmeridgian,48.55,9.1167,39.9821,17.3374,1882,Siliceous sponges,,Germany,74063,read more
2759,Blaubeuren,,Jurassic,Upper Jurassic,Kimmeridgian,48.4,9.7667,39.866,17.9128,1882,Siliceous sponges,,Germany,,read more
2760,"Dohlenfels, Konstein",,Jurassic,Upper Jurassic,Kimmeridgian,48.8333,11.0833,40.3685,19.0013,1884,Siliceous sponges,,Germany,,read more
2761,"Mata, Lisboa",Sobral,Jurassic,Upper Jurassic,upper Kimmeridgian,38.9667,-9.1,33.5277,0.709196,1885,Non-rudist bivalves,,Portugal,68240,read more
2762,"Consolaçao, S-Peniche",,Jurassic,Upper Jurassic,lower Kimmeridgian,39.3333,-0.2167,30.5162,8.02934,1886,Corals,,Portugal,67903,read more
2763,"Consolaçao, S-Peniche",,Jurassic,Upper Jurassic,upper Kimmeridgian,39.3333,-0.2167,30.5162,8.02934,1886,Non-rudist bivalves,,Portugal,67940,read more
2764,Santa Cruz,,Jurassic,Upper Jurassic,upper Kimmeridgian,39.1,-0.25,30.3223,7.87593,1888,Non-rudist bivalves,,Portugal,68232,read more
2765,Alcobaça,,Jurassic,Upper Jurassic,Kimmeridgian,39.5667,0.15,30.5892,8.44693,1889,Calcisponges,,Portugal,68220,read more
2766,"IJAMS core, Alabama",,Jurassic,Upper Jurassic,upper Oxfordian,31.2667,-88.1667,23.2357,-35.7468,1890,Microbes,,United States,,read more
2767,Banija,,Paleogene,Paleocene,lower Paleocene,45.4333,16.2,34.3517,14.595,503,Corals,,Croatia,,read more
2768,"Vigny, Paris Basin",,Paleogene,Paleocene,Danian,49.0833,1.9333,42.4376,-0.189739,1892,Corals,,France,20816,read more
2769,"Colle, Boñar, Cantabria",La Vid Group,Devonian,Lower Devonian,upper Emsian,42.8833,-5.25,-43.4775,34.2975,1895,Corals,,Spain,77390,read more
